Fuente,Titulo,Resumen de Contenido,Seccion,URL,Fecha
La Jornada,Ahondan en la reflexión sobre la gordura desde un ángulo cultural   ,"La gordura es uno de los mayores estigmas. Para ahondar en el tema desde la perspectiva del arte y la cultura, así como desde lo social y la salud, se realizó la tercera Jornada Supurando Heridas para Habitar Estrías, organizada por el Centro de Artes y Oficios (CAO) Escuelita Emiliano Zapata del Pedregal de Santo Domingo, la activista Fat Alista y el Museo Universitario Arte Contemporáneo (MUAC).",Cultura,https://www.jornada.com.mx/2024/03/05/cultura/a04n3cul?partner=rss,05/03/2024
La Jornada,Falleció la bailarina de butoh Natsu Nakajima en la CDMX    ,"La bailarina y coreógrafa japonesa Natsu Nakajima, discípula de Kazuo Ohno y Tatsumi Hijikata, murió el domingo pasado a los 80 años en la Ciudad de México, informó la Dirección de Danza de la Universidad Nacional Autónoma de México (UNAM). El 18 de marzo cumpliría 81 años.",Cultura,https://www.jornada.com.mx/2024/03/05/cultura/a04n1cul?partner=rss,05/03/2024
La Jornada,El mundo festejará a Gabo con publicación de su novela póstuma En agosto nos vemos   ,"Hace 97 años, un 6 de marzo, nació el escritor y periodista colombiano Gabriel García Márquez, artífice del realismo mágico, quien puso a América Latina en el imaginario de millones de lectores con una sola palabra: Macondo.",Cultura,https://www.jornada.com.mx/2024/03/05/cultura/a02n1cul?partner=rss,05/03/2024
La Jornada,La feria de Minería llegó a un “periodo de recuperación”   ,"La edición 45 de la Feria Internacional del Libro del Palacio de Minería (FILPM) concluyó con una asistencia de 111 mil 239 visitantes y un presupuesto de unos 12 millones de pesos, informó su director, Fernando Macotela. Agregó que están llegando a “una curva ascendente” que reforzarán con una serie de adecuaciones.",Cultura,https://www.jornada.com.mx/2024/03/05/cultura/a03n2cul?partner=rss,05/03/2024
La Jornada,"“Decidimos no destruirlo; si los lectores lo celebran, tal vez Gabo nos perdone”   ","Madrid. Poco antes de morir, Gabriel García Márquez sentenció sobre la historia en la que había estado trabajando los últimos años de su vida: “Este libro no sirve. Hay que destruirlo”. Hablaba de En agosto nos vemos, su novela inédita que finalmente verá la luz y que se presenta este martes en el Instituto Cervantes de Madrid, en un acto que tendrá repercusión mundial a través de las nuevas tecnologías, pero, sobre todo, por el enorme interés que sigue suscitando la obra y la figura de Gabo. ",Cultura,https://www.jornada.com.mx/2024/03/05/cultura/a03n1cul?partner=rss,05/03/2024
La Jornada,Lozano quiere el primer título del Tri en la Liga  de Naciones de Concacaf   ,"La selección mexicana tiene una cuenta pendiente en la Liga de Naciones de la Concacaf. Des-de que se disputó por primera vez en 2019, el Tricolor se ha quedado a la deriva. Es un título que sigue sin exhibirse en sus vitrinas. Gerardo Martino ni Diego Cocca pudieron ganarlo como entrenadores. Esta situación podría cambiar con Jaime Lozano cuando el 21 de marzo México enfrente a Panamá por el pase a la final.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a11n3dep?partner=rss,06/03/2024
La Jornada,Jáquez aporta 11 puntos en el triunfo del Heat   ,Miami. El mexicano Jaime Jáquez Jr. finalizó con 11 puntos en el triunfo del Heat de Miami (118-110) ante los Pistones de Detroit.,Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a30n3dep?partner=rss,06/03/2024
La Jornada,"La selección femenil, por un partido memorable ante Brasil en la Copa Oro   ","En la mente del español Pedro López, técnico de la selección mexicana femenil, no existe otro escenario más que la final por el título de la Copa Oro W. Para llegar ahí, sus jugadoras deben salir victoriosas ante Brasil, una de las potencias mundiales en la categoría y su rival en las semifinales del torneo. El ambiente es inmejorable en la concentración de las mexicanas. Luego de avanzar sobre Paraguay en la fase anterior, López considera que está frente a una de sus mayores pruebas para demostrar que su crecimiento no es obra de la casualidad.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a11n2dep?partner=rss,06/03/2024
La Jornada,Charros femenil toma la delantera en serie de semifinal   ,"Los Diablos Rojos perdieron el primer duelo de semifinales en la Liga Mexicana de Softbol femenil. Los Charros de Jalisco le pegaron 6-3 a las escarlatas, para ponerse 1-0.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a30n2dep?partner=rss,06/03/2024
La Jornada,Tigres y Pachuca rescatan empates en octavos de final de la Liga de Campeones   ,Todo se definirá dentro de una semana en la Liga de Campeones de la Concacaf.,Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a30n1dep?partner=rss,06/03/2024
La Jornada,Mbappé comanda al PSG a los cuartos de final en la Champions   ,"San Sebastián. Kylian Mbappé no va extrañar al París Saint-Germain si decide partir a otro club. Los parisinos, en cambio, sí lo echarán de menos cuando el francés no esté para liquidar partidos definitorios, como el que se suscitó ayer en la Champions contra la Real Sociedad (2-1).",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a11n1dep?partner=rss,06/03/2024
La Jornada,"Bajo máxima seguridad, atletas desfilarán en barcos por el Sena   ","París. Un total de 180 barcos, entre ellos 94 que transportarán a los deportistas, desfilarán por el río Sena en París como parte de la ceremonia de inauguración de los Juegos Olímpicos 2024, el 26 de julio, detalló el prefecto de la región Ile-de-France, Marc Guillaume.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a12n1dep?partner=rss,06/03/2024
La Jornada,"Inspirada en mujeres, Agúndez anhela hacer historia en JO   ","El pasado 26 de febrero, Gabriela Agúndez por fin respiró con alivio. Convertirse de manera oficial en seleccionada olímpica le quitó un peso de encima a la clavadista, quien a partir de entonces desechó cualquier inquietud de su mente para concentrarse de lleno en su preparación.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a12n2dep?partner=rss,06/03/2024
La Jornada,Senadores aprueban iniciativa de igualdad salarial en el deporte   ,"Por unanimidad, el Senado de la República aprobó ayer reformas a la Ley Federal del Trabajo (LFT) encaminadas a avanzar hacia la igualdad salarial en el deporte profesional, con el establecimiento de un salario base para hombres y muje-res y el respeto pleno a los derechos laborales de futbolistas, boxeado-ras, luchadoras e integrantes de otras disciplinas, quienes no podrán ser discriminadas ni hostigadas.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a10n1dep?partner=rss,06/03/2024
La Jornada,"Un futbolista varonil gana hasta 5 mdd anuales, mientras una jugadora 12 mil mensuales   ","En el futbol profesional existe una amplia brecha salarial entre hombres y mujeres. De acuerdo con sitios especializados como Salary Sport, el delantero francés de Tigres, André-Pierre Gignac, percibe alrededor de 5 millones de dólares anuales, mientras el sueldo promedio de las jugadoras de la Liga Mx Femenil es entre 8 mil y 12 mil pesos mensuales. Salvo algunas excepciones, las mayoría de ellas aún debe pagar renta, comida y hasta nutriólogos profesionales ante la falta de un respaldo cabal de los clubes. La Comisión Federal de Competencia Económica sancionó en 2021 a la FMF por promover la brecha salarial de género.",Deportes,https://www.jornada.com.mx/2024/03/06/deportes/a10n2dep?partner=rss,06/03/2024
La Jornada,“Problema técnico” causó caída de Facebook e Instagram: Meta   ,"“Un problema técnico” provocó la caída mundial de Facebook e Instagram durante las primeras horas de ayer, confirmaron directivos de Meta, el conglomerado de empresas de tecnología al que pertenecen ambas redes sociales.",Economía,https://www.jornada.com.mx/2024/03/06/economia/019n2eco?partner=rss,06/03/2024
La Jornada,Irá en descenso la fuerza laboral a partir de 2044   ,"La población mexicana crecerá por última vez en 2051. Luego de ese año los nacimientos y llegadas de migrantes al país no compensarán las defunciones y salida de residentes, de acuerdo con proyecciones de la Comisión Económica para América Latina y el Caribe (Cepal).",Economía,https://www.jornada.com.mx/2024/03/06/economia/016n1eco?partner=rss,06/03/2024
La Jornada,Abrumador déficit anual de 360 mil mdd en medidas para la equidad: ONU   ,"Uno de los principales obstáculos para lograr la igualdad de género en 2030 es la “alarmante falta de financiamiento”, pues existe un “abrumador déficit anual de 360 mil millones de dólares”, en las medidas globales destinadas a alcanzar esta meta.",Economía,https://www.jornada.com.mx/2024/03/06/economia/017n2eco?partner=rss,06/03/2024
La Jornada,"En una década, América Móvil redujo sólo 10 puntos su participación y mantiene dominio   ","A una década de que se declaró a América Móvil agente preponderante, su participación de mercado se ha reducido en alrededor de 10 puntos porcentuales, pero otras compañías del sector siguen sin poder competir con ella, reportó la consultora mexicana The Competitive Intelligence Unit (The CIU).",Economía,https://www.jornada.com.mx/2024/03/06/economia/019n3eco?partner=rss,06/03/2024
La Jornada,Marca récord el bitcóin   ,"Londres. El bitcóin alcanzó un máximo histórico el martes, impulsado por los inversores que inyectan dinero en criptoproductos cotizados al contado en Estados Unidos y la perspectiva de que las tasas de interés mundiales puedan bajar. La mayor criptomoneda del mundo alcanzó un máximo de 69 mil 202 dólares, superando el récord histórico de 68 mil 999.99 dólares de noviembre de 2021.",Economía,https://www.jornada.com.mx/2024/03/06/economia/016n3eco?partner=rss,06/03/2024
La Jornada,Persiste una mayor exclusión de mujeres en el mercado laboral   ,"Pese a que las mujeres generan riqueza y son un elemento indispensable para aumentar la competitividad de los países, el principal problema de exclusión en el mercado laboral está relacionado con factores asociados a estereotipos y papeles tradicionales de género.",Economía,https://www.jornada.com.mx/2024/03/06/economia/017n1eco?partner=rss,06/03/2024
La Jornada,"México, el mayor comprador de granos a EU; desplaza a China   ","Luego de realizar importaciones agroalimentarias récord, en 2023 México se convirtió en el principal comprador de granos de Estados Unidos y mandó a China a la segunda posición, reveló información del Departamento de Agricultura de Estados Unidos (USDA, por sus siglas en inglés).",Economía,https://www.jornada.com.mx/2024/03/06/economia/019n1eco?partner=rss,06/03/2024
La Jornada,Se mantiene el peso por abajo de 17 por dólar   ,El peso logró sostenerse por debajo de la línea de 17 por dólar spot –su mejor nivel desde inicios de 2024– por segunda jornada consecutiva.,Economía,https://www.jornada.com.mx/2024/03/06/economia/016n2eco?partner=rss,06/03/2024
La Jornada,"Desigualdad ante el cambio climático, advierte la FAO    ",,Economía,https://www.jornada.com.mx/2024/03/06/economia/017n4eco?partner=rss,06/03/2024
La Jornada,Política fiscal requiere perspectiva de género   ,"La falta de perspectiva de género en el diseño de las políticas fiscales fortalece la desigualdad entre hombres y mujeres en América Latina, afirmaron especialistas de la organización Fundar.",Economía,https://www.jornada.com.mx/2024/03/06/economia/017n3eco?partner=rss,06/03/2024
La Jornada,BdeM disminuirá tasa de referencia este mes: encuesta Citibanamex   ,"Analistas del sector financiero consultados por Citibanamex esperan que este mes el Banco de México (BdeM) haga un recorte de un cuarto de punto porcentual a la tasa de referencia, el instrumento que marca el costo al que se financian empresas y familias, y que actualmente se encuentra en 11.25 por ciento.",Economía,https://www.jornada.com.mx/2024/03/06/economia/018n1eco?partner=rss,06/03/2024
La Jornada,Desconecta Cuba 74% del alumbrado público por falta de combustible   ,"La Habana. Cuba apagó casi tres cuartas partes de su alumbrado público durante las horas de mayor consumo para hacer frente a una creciente escasez de energía, reportaron el martes medios estatales, cuando la crisis económica es cada vez más profunda en la isla.",Economía,https://www.jornada.com.mx/2024/03/06/economia/018n2eco?partner=rss,06/03/2024
La Jornada,Homínidos del Pleistoceno tenían técnicas complejas y de planificación para elaborar sus herramientas   ,"Madrid. Homínidos con organización para fabricar herramientas de piedra ocuparon el este de Asia hace 1.1 millones de años, 300 mil antes de las hachas de mano más antiguas halladas en la región.",Ciencias,https://www.jornada.com.mx/2024/03/06/ciencias/a06n2cie?partner=rss,06/03/2024
La Jornada,Se gradúan 10 astronautas de EU; son elegibles para ir a la Luna y a Marte   ,"Houston. Luego de dos años de riguroso entrenamiento, 10 estadunidenses se convirtieron de forma oficial en astronautas el martes y ahora son elegibles para misiones de la NASA a la Estación Espacial Internacional (EEI), a la Luna y, si todo va bien, a Marte.",Ciencias,https://www.jornada.com.mx/2024/03/06/ciencias/a06n3cie?partner=rss,06/03/2024
La Jornada,"Con células del líquido amniótico, científicos crean miniórganos   ","Washington. Científicos crearon miniórganos a partir de células que flotan en el líquido que rodea al feto en el útero, avance que consideran que podría abrir nuevas áreas de la medicina prenatal.",Ciencias,https://www.jornada.com.mx/2024/03/06/ciencias/a06n1cie?partner=rss,06/03/2024
La Jornada,Presentan Javier Valdez: El Bato en la FIL de Minería   ,"El legado periodístico y literario de Javier Valdez seguirá vigente por años y es obligada la lectura de sus textos sobre el México bárbaro e incendiado, sostuvo Griselda Triana, compañera de vida del corresponsal de La Jornada asesinado en mayo de 2017.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a04n2cul?partner=rss,06/03/2024
La Jornada,En agosto nos vemos (extractos)   ,"Los primeros tres años fueron puntuales todos los días, de noche en la cama o por la mañana en el baño, salvo en las treguas sagradas de las reglas y los partos. Ambos vieron a tiempo las amenazas de la rutina, y sin ponerse de acuerdo decidieron sumarle al amor un grano de aventura. En una época solían ir a los moteles de lance, tanto a los más refinados como a los de mala muerte, hasta una noche en que el hotel fue asaltado a mano armada y los dejaron a ellos en los puros cueros. Eran inspiraciones tan imprevistas que ella se acostumbró a llevar los preservativos en la cartera para evitar sorpresas. Hasta que descubrieron por azar una marca que llevaba impreso su anuncio de publicidad: Next Time Buy Lutecian. Así fue como inauguraron una larga época en que cada amor llevaba el premio de una frase feliz, desde chistes procaces hasta sentencias de Séneca.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a03n3cul?partner=rss,06/03/2024
La Jornada,"Restauran La Victoria, antigua maderería que  se transformará en la Casa del Libro Monterrey   ","Monterrey, NL., El emblemático edificio que albergó a la maderería La Victoria, construido en 1945 dentro de la tendencia arquitectónica del art decó tardío, empezó a ser restaurado y será convertido en La Casa del Libro Monterrey, tras 60 años en el abandono.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a05n2cul?partner=rss,06/03/2024
La Jornada,"El Diccionario rinde homenaje a Moliner, en BC   ","Tijuana, BC., La Compañía Nacional de Teatro llegó el pasado fin de semana a Tijuana –como parte de su descentralización– con El Diccionario, y la primera actriz Luisa Huertas para dar vida a María Moliner; Daniel Giménez Cacho, como el gancho para abarrotar el Centro Cultural Tijuana (Cecut) con una charla sobre “La profesión de actor” y la puesta en escena de ¡Violencia!, una coproducción con el Centro Cultural Helénico.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a05n1cul?partner=rss,06/03/2024
La Jornada,Murió el fotógrafo catalán Ramón Masats   ,,Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a04n3cul?partner=rss,06/03/2024
La Jornada,Arquitecto Riken Yamamoto gana el premio Pritzker   ,"Nueva York. El japonés Riken Yamamoto ganó el premio Pritzker 2024, considerado el Nobel de la arquitectura, informó la organización responsable de la distinción en un comunicado que elogia su “estilo tranquilizador”.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a04n1cul?partner=rss,06/03/2024
La Jornada,"“Escribir poesía equivale a explorar el alma, con todo lo que eso implica”   ","La poeta indígena Margarita León (Santiago de Anaya, Hidalgo, 1982) sufrió una experiencia aterradora cuando era niña: la muerte de su madre durante el parto de su décimo hijo. Margarita, de entonces 9 años, quiso recitar un poema para rendirle un homenaje en un festival del Día de las Madres, pero enmudeció frente a los asistentes.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a02n1cul?partner=rss,06/03/2024
La Jornada,Ricardo Yáñez: Isocronías   ,"“Hasta las rodillas, como a los rosales”, aconsejaba un padre podar los textos a su hija adolescente, quien ya madre y abuela me lo platicaría. “Las rodillas”, a mi entender, eran de los rosales, cosa equivocada: eran o deben ser las del jardinero. Suena cruel, es, nada más, práctico. El rosal, los rosales, me dicen, florecen así mucho mejor. La anécdota, de Monterrey.",Cultura,https://www.jornada.com.mx/2024/03/06/opinion/a04o1cul?partner=rss,06/03/2024
La Jornada,"Sin estar disponible, se volvió el segundo libro más vendido   ","El lanzamiento de la novela póstuma de Gabriel García Márquez (1927- 2014), En agosto nos vemos, que llega hoy a librerías en concordancia con el cumpleaños del autor colombiano, se ha convertido en un fenómeno de ventas: Amazon la coloca como el segundo libro más vendido en México.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a03n2cul?partner=rss,06/03/2024
La Jornada,Distribuyen 300 mil ejemplares en el mundo de obra póstuma de Gabo   ,"Madrid. En una multitudinaria rueda de prensa en el Instituto Cervantes de Madrid, a la que acudieron 50 periodistas y más de 180 siguieron la transmisión por Internet, los hijos de Gabriel García Márquez rememoraron los últimos días de su padre, cuando dictaba a su fiel secretaria, Monica Alonso, las correcciones de su postrera obra literaria, que dejó inconclusa y dispersa en cinco manuscritos.",Cultura,https://www.jornada.com.mx/2024/03/06/cultura/a03n1cul?partner=rss,06/03/2024
La Jornada,"Checo, por otro triunfo en Qiddiya     ",,Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a12n3dep?partner=rss,07/03/2024
La Jornada,"En la final de la Copa Oro, jugadoras de EU enfrentarán a Brasil   ","Los Ángeles. La anfitriona Estados Unidos derrotó ayer a Canadá por 3-1 en la tanda de penales tras empatar 2-2 en el tiempo reglamentario, y se medirá con Brasil en la final de la primera edición de la Copa Oro de futbol femenino.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a32n4dep?partner=rss,07/03/2024
La Jornada,Fiscalía pide 4 años de cárcel para Ancelotti por presunto fraude fiscal   ,"Madrid. La Fiscalía española acusó al técnico del Real Madrid, Carlo Ancelotti, de supuesto fraude fiscal y dijo que utilizó empresas pantalla para ocultar parte de sus ingresos durante su primera etapa en el club hace más de una década.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a11n3dep?partner=rss,07/03/2024
La Jornada,Multan a la RFEF por falta de un protocolo contra el acoso en el Mundial femenil   ,"Barcelona. El ministerio de Trabajo de España envió una acta de infracción a la Real Federación Española de Futbol (RFEF) por la falta de un protocolo de acoso cuando el ex dirigente del organismo deportivo Luis Rubiales dio un beso no consensuado a Jennifer Hermoso. Además, lo sancionó junto al Barcelona por no tener un plan de igualdad, lo que puede desembocar en una multa de 7 mil 500 euros.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a11n2dep?partner=rss,07/03/2024
La Jornada,"Magic remonta y vence 119-109 a Wizards, que hilan 16 derrotas   ","Washington. Franz Wagner anotó 28 puntos, Paolo Banchero añadió 25 y el Magic de Orlando remontó un déficit de 21 unidades en el segundo cuarto para vencer este miércoles 119-109 a los Wizards de Washington, que sufrieron su derrota 16 consecutiva.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a32n2dep?partner=rss,07/03/2024
La Jornada,Charros de Jalisco gana el segundo juego a Diablos Rojos femenil   ,Charros de Jalisco venció de manera cardiaca a Diablos Rojos femenil por pizarra de 11-10 ayer en un juego que se fue a extrainnings.,Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a32n3dep?partner=rss,07/03/2024
La Jornada,"Sin sorpresas, Real Madrid y el City avanzan en la Champions    ","París. Sin sorpresas, el Real Madrid y el Manchester City cumplieron en la vuelta de octavos de final de la Liga de Campeones ante Leipzig (1-1) y Copenhague (3-1), respectivamente, y unieron sus nombres a los del París Saint-Germain y el Bayern Múnich en unos cuartos de final en los que, de momento, figuran las grandes escuadras del futbol europeo.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a11n1dep?partner=rss,07/03/2024
La Jornada,Futbolistas y cuerpo técnico abandonan al Chihuahua FC   ,"Chihuahua, Chih., Jugadores y cuerpo técnico del Chihuahua Futbol Club anunciaron que la continuidad de su equipo en la Liga Premier Mx es “insostenible”. Abandonaron el plantel para regresar a sus lugares de origen, derivado de que el dueño de la franquicia, Carlos Lazo Reyes, permanece prófu-go de la justicia por el presunto fraude de más de mil millones de pesos que realizó a través de la empresa de apuestas deportivas Yox Holding.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a12n1dep?partner=rss,07/03/2024
La Jornada,"México, segundo país que más sigue el Supertazón con 24.1 millones de televidentes    ","Con 24.1 millones de televidentes, México se convirtió en el país con mayor seguimiento del Supertazón 58 después de Estados Unidos; un incremento importante si tomamos en cuenta que en 2023 la audiencia fue de 20.7 millones.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a12n2dep?partner=rss,07/03/2024
La Jornada,"América, con un pie en cuartos de final de la Concachampions   ","América puso un pie en los cuartos de final de la Copa de Campeones de la Concacaf tras golear 3-0 a Chivas, que se quedó con un jugador menos durante la mayor parte del segundo tiempo este miércoles en el partido de ida de los octavos de final, disputado en el estadio Akron.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a32n1dep?partner=rss,07/03/2024
La Jornada,Fin del sueño: tricolores se quedan a un paso de la final al perder 3-0 ante Brasil   ,"Había esperanza, pero todo se apagó en 10 minutos. La selección femenil mexicana de futbol vislumbraba el éxito hasta que cayó ayer por 3-0 ante un Brasil que desplegó su potencial sin miramientos para alcanzar la final de la Copa Oro W. Una expulsión y errores en la zaga sentenciaron a las tricolores, que perdieron el invicto con Pedro López después de 23 juegos.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a10n1dep?partner=rss,07/03/2024
La Jornada,Esperamos empatía de diputados para la ley de sueldo base: Monroy   ,"Noemí Monroy, abogada especializada en asuntos deportivos y una de las promotoras de la iniciativa para establecer un salario base en el deporte profesional, indicó que esperan igual empatía y respaldo por parte de los diputados para que sea votada sin cambios profundos este proyecto y se decrete como ley en un tiempo aproximado de dos meses, sobre todo para evitar retrasos por las elecciones.",Deportes,https://www.jornada.com.mx/2024/03/07/deportes/a10n2dep?partner=rss,07/03/2024
La Jornada,Oro rompe barrera de 2 mil dólares   ,,Economía,https://www.jornada.com.mx/2024/03/07/economia/021n3eco?partner=rss,07/03/2024
La Jornada,Confianza del consumidor logra su quinto mejor registro en 2 décadas: Inegi    ,"En febrero, preámbulo de las campañas electorales, el Indicador de Confianza del Consumidor (ICC) se ubicó en 47.01 puntos, su quinto mejor registro desde que inició la serie hace más de dos décadas. El dato representa una ligera baja respecto a enero, cuando la medición dio como resultado 47.05 puntos; en el comparativo anual tuvo un avance de 2.4 puntos, reportó el Instituto Nacional de Estadística y Geografía (Inegi).",Economía,https://www.jornada.com.mx/2024/03/07/economia/021n1eco?partner=rss,07/03/2024
La Jornada,Avanza producción y exportación de autos   ,"Los cuellos de botella que registró la industria automotriz mexicana debido a la interrupción de cadenas de suministro a nivel mundial se han ido desfogando. En febrero, su producción aumentó 7.76 por ciento a tasa anual y la venta de unidades al extranjero repuntó 22.62 por ciento, consignó el Instituto Nacional de Estadística y Geografía (Inegi).",Economía,https://www.jornada.com.mx/2024/03/07/economia/019n2eco?partner=rss,07/03/2024
La Jornada,El peso hila cinco jornadas de ganancia frente al dólar   ,"Pese al desfase de políticas monetarias entre México y Estados Unidos, que hará disminuir a corto plazo el diferencial de tasas de interés entre ambas economías, México sigue siendo atractivo para los inversionistas internacionales, de ahí la fortaleza de la moneda nacional, que está en su mejor nivel desde inicios del año.",Economía,https://www.jornada.com.mx/2024/03/07/economia/021n2eco?partner=rss,07/03/2024
La Jornada,Contribuyen migrantes al aumento de inversión y exportaciones: OIM   ,"Los migrantes son catalizadores de las economías, pues sus acciones contribuyen al aumento de las exportaciones, inversión extranjera directa (IED) y productividad, aseguró Violetta Kuzmova, titular del área de Desarrollo Sostenible y Migración de la Organización Internacional para las Migraciones (OIM).",Economía,https://www.jornada.com.mx/2024/03/07/economia/020n1eco?partner=rss,07/03/2024
La Jornada,Disciplina y menos riesgos entre mujeres inversionistas   ,"Pese a que tienen menos confianza a la hora de elegir sus inversiones, las mujeres suelen superar la rentabilidad de las carteras de capital de los hombres, ya que son disciplinadas, tienen menos probabilidades de cambiar su perfil de riesgo en medio de la volatilidad, se documentan y arriesgan de acuerdo con sus objetivos, evidenció UBS Women and Investing.",Economía,https://www.jornada.com.mx/2024/03/07/economia/017n2eco?partner=rss,07/03/2024
La Jornada,John Saxe-Fernández: Guerra o paz: advertencia en lengua franca   ,"El presidente francés Emmanuel Macrón, diciendo y desdiciéndose, propuso en la conferencia de apoyo a Ucrania (París, 26 /1/24) frente a 27 líderes y ministros de la UE y la OTAN, enviar tropas terrestres al campo de batalla ucranio, a sabiendas de que esto generaría intensificación bélica, y un rechazo generalizado para luego recular manteniendo su hostilidad rusofóbica. Enviar tropas a la zona de conflicto es una provocación de orden mayor contra Rusia.",Economía,https://www.jornada.com.mx/2024/03/07/economia/018a1eco?partner=rss,07/03/2024
La Jornada,"Sin fundamento, inquietud de EU por vehículos chinos   ","En el primer bimestre del año, dos de cada 10 autos vendidos en México fueron importados de China, señaló en conferencia Cristina Vázquez, coordinadora de Estudios Económicos de la Asociación Mexicana de Distribuidores de Automotores (AMDA).",Economía,https://www.jornada.com.mx/2024/03/07/economia/019n3eco?partner=rss,07/03/2024
La Jornada,"Integración femenina en el mercado laboral mexicano, de las más bajas en Latinoamérica   ","La participación de las mujeres en el mercado laboral mexicano es de las más bajas en América Latina, un hecho influenciado por factores sociales y culturales que limitan su incorporación a las actividades económicas aunado a la falta de políticas públicas, dio a conocer Citibanamex.",Economía,https://www.jornada.com.mx/2024/03/07/economia/017n1eco?partner=rss,07/03/2024
La Jornada,Con la construcción de 2 nuevas terminales recuperará el AICM capacidad operativa    ,"El gobierno mexicano recuperará la capacidad del Aeropuerto Internacional de la Ciudad de México (AICM) de manera gradual y se han realizado estudios que implican la construcción de dos nuevas terminales en los próximos 10 años para atender la demanda actual y futura de la instalación, en el contexto de que “las terminales 1 y 2 se acercan al final de su vida útil”, informó la Secretaría de Infraestructura, Comunicaciones y Transportes (SICT).",Economía,https://www.jornada.com.mx/2024/03/07/economia/019n1eco?partner=rss,07/03/2024
La Jornada,Ingresos por ventas de café cayeron 28% en un año   ,"El valor de las exportaciones de café de México cayó 28 por ciento en 2023 en comparación al año previo, revelan datos oficiales. Lo anterior a pesar de un contexto de mayores cotizaciones internacionales y afectaciones a las cosechas por fenómenos climáticos adversos.",Economía,https://www.jornada.com.mx/2024/03/07/economia/019n4eco?partner=rss,07/03/2024
La Jornada,Persiste brecha de género en TIC   ,,Economía,https://www.jornada.com.mx/2024/03/07/economia/017n4eco?partner=rss,07/03/2024
La Jornada,Impuesto de la desigualdad   ,"Berlín. Aunque a veces los productos sólo se diferencian en el diseño y el tamaño del envase, uno pensado para un público femenino y el otro para uno masculino, son las alemanas quienes pagan más.",Economía,https://www.jornada.com.mx/2024/03/07/economia/017n3eco?partner=rss,07/03/2024
La Jornada,"Bonos de ultralargo plazo y recorte de impuestos, plan de desarrollo chino   ","Pekín. El objetivo de crecimiento del PIB de China de alrededor de 5 por ciento para 2024 es alcanzable mediante “arduo trabajo”, afirmó este miércoles Zheng Shanjie, director de la Comisión Nacional de Desarrollo y Reforma, al explicar las principales acciones gubernamentales para restablecer la economía en este año.",Economía,https://www.jornada.com.mx/2024/03/07/economia/018n1eco?partner=rss,07/03/2024
La Jornada,Expertos reducen previsiones de crecimiento para Alemania   ,"Berlín. Dos institutos de investigación alemanes recortaron ayer sus previsiones de crecimiento para 2024, en el último golpe a la mayor economía de la zona euro.",Economía,https://www.jornada.com.mx/2024/03/07/economia/020n2eco?partner=rss,07/03/2024
La Jornada,“Los eclipses son herramientas que da la naturaleza para conocerla mejor”   ,"Los eclipses, más allá de atraer la atención de niños y adultos, de dar lugar a mitos e inspirar a literatos, “son herramientas que nos proporciona la naturaleza para conocerla mejor”, afirmó Luis Felipe Rodríguez Jorge. Mediante su observación se ha ampliado el conocimiento sobre el movimiento de los cuerpos en el sistema solar, se descubrió el helio y se comprobó la teoría de la relatividad, así como que la Tierra rota cada vez más lentamente.",Ciencias,https://www.jornada.com.mx/2024/03/07/ciencias/a06n1cie?partner=rss,07/03/2024
La Jornada,Diputados rinden tributo al creador  de Macondo   ,"En el aniversario 97 del nacimiento del escritor Gabriel García Márquez, la Cámara de Diputados recordó al premio Nobel de Literatura 1982 como “uno de los maestros de la literatura universal” y ponderó “su genialidad y su contribución al patrimonio cultural de la humanidad”.",Cultura,https://www.jornada.com.mx/2024/03/07/cultura/a04n2cul?partner=rss,07/03/2024
